"No.","Time","Source","Destination","Protocol","Length","Info"
"16278","62.610162","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1569, Time=4137867973"
"16284","62.612339","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1656, Time=3693230646"
"16300","62.632919","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1657, Time=3693231606"
"16306","62.639720","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1570, Time=4137868933"
"16307","62.639755","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1571, Time=4137869893"
"16309","62.651415","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1658, Time=3693232566"
"16318","62.670072","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1572, Time=4137870853"
"16321","62.680248","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1659, Time=3693233526"
"16322","62.704017","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1660, Time=3693234486"
"16323","62.715513","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1573, Time=4137871813"
"16325","62.715704","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1574, Time=4137872773"
"16326","62.724088","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1661, Time=3693235446"
"16331","62.742656","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1662, Time=3693236406"
"16332","62.743732","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1663, Time=3693237366"
"16333","62.743933","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1575, Time=4137873733"
"16335","62.771334","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1664, Time=3693238326"
"16336","62.771823","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1576, Time=4137874693"
"16337","62.772011","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1577, Time=4137875653"
"16340","62.791461","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1665, Time=3693239286"
"16341","62.802062","11.100.87.183","5.135.215.43","RTP","124","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1578, Time=4137876613"
"16342","62.802169","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1579, Time=4137877573"
"16347","62.811586","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1666, Time=3693240246"
"16351","62.840254","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1667, Time=3693241206"
"16352","62.845710","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1580, Time=4137878533"
"16353","62.859536","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1581, Time=4137879493"
"16354","62.859939","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1668, Time=3693242166"
"16355","62.879865","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1669, Time=3693243126"
"16356","62.890377","11.100.87.183","5.135.215.43","RTP","124","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1582, Time=4137880453"
"16357","62.890469","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1583, Time=4137881413"
"16359","62.911844","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1670, Time=3693244086"
"16360","62.911844","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1671, Time=3693245046"
"16361","62.920001","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1584, Time=4137882373"
"16362","62.931248","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1672, Time=3693246006"
"16367","62.947786","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1585, Time=4137883333"
"16369","62.951187","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1673, Time=3693246966"
"16370","62.971012","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1674, Time=3693247926"
"16372","62.980005","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1586, Time=4137884293"
"16373","62.980038","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1587, Time=4137885253"
"16379","63.001484","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1675, Time=3693248886"
"16383","63.009418","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1588, Time=4137886213"
"16384","63.009564","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1589, Time=4137887173"
"16385","63.021396","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1676, Time=3693249846"
"16386","63.039552","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1590, Time=4137888133"
"16387","63.039667","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1591, Time=4137889093"
"16388","63.042897","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1677, Time=3693250806"
"16389","63.043624","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1678, Time=3693251766"
"16391","63.069767","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1592, Time=4137890053"
"16392","63.071865","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1679, Time=3693252726"
"16397","63.091410","5.135.215.43","11.100.87.183","RTP","135","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1680, Time=3693253686"
"16398","63.100011","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1593, Time=4137891013"
"16401","63.111508","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1681, Time=3693254646"
"16402","63.129622","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1594, Time=4137891973"
"16403","63.129745","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1595, Time=4137892933"
"16404","63.131429","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1682, Time=3693255606"
"16405","63.159833","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1596, Time=4137893893"
"16406","63.161467","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1683, Time=3693256566"
"16408","63.173825","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1597, Time=4137894853"
"16409","63.179849","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1684, Time=3693257526"
"16410","63.200906","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1685, Time=3693258486"
"16411","63.200906","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1686, Time=3693259446"
"16412","63.204175","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1598, Time=4137895813"
"16413","63.204294","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1599, Time=4137896773"
"16416","63.231138","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1687, Time=3693260406"
"16417","63.251352","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1688, Time=3693261366"
"16418","63.251951","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1600, Time=4137897733"
"16419","63.252051","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1601, Time=4137898693"
"16421","63.277482","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1689, Time=3693262326"
"16423","63.296669","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1602, Time=4137899653"
"16424","63.296781","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1603, Time=4137900613"
"16425","63.303780","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1690, Time=3693263286"
"16430","63.321386","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1691, Time=3693264246"
"16431","63.326781","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1604, Time=4137901573"
"16435","63.341190","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1692, Time=3693265206"
"16436","63.357268","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1605, Time=4137902533"
"16438","63.357403","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1606, Time=4137903493"
"16439","63.372481","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1693, Time=3693266166"
"16440","63.377387","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1694, Time=3693267126"
"16441","63.387749","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1607, Time=4137904453"
"16442","63.387877","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1608, Time=4137905413"
"16443","63.391053","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1695, Time=3693268086"
"16444","63.410835","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1696, Time=3693269046"
"16445","63.419641","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1609, Time=4137906373"
"16448","63.431794","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1697, Time=3693270006"
"16449","63.449729","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1610, Time=4137907333"
"16450","63.449962","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1611, Time=4137908293"
"16451","63.461305","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1698, Time=3693270966"
"16459","63.480275","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1612, Time=4137909253"
"16460","63.482310","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1699, Time=3693271926"
"16461","63.502361","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1700, Time=3693272886"
"16462","63.503378","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1701, Time=3693273846"
"16463","63.509986","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1613, Time=4137910213"
"16464","63.510061","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1614, Time=4137911173"
"16465","63.531400","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1702, Time=3693274806"
"16466","63.540139","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1615, Time=4137912133"
"16467","63.550976","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1703, Time=3693275766"
"16468","63.555157","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1616, Time=4137913093"
"16469","63.571445","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1704, Time=3693276726"
"16475","63.583765","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1617, Time=4137914053"
"16476","63.598988","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1618, Time=4137915013"
"16477","63.599106","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1619, Time=4137915973"
"16478","63.629988","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1620, Time=4137916933"
"16480","63.631526","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1705, Time=3693277686"
"16481","63.631526","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1706, Time=3693278646"
"16482","63.641489","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1707, Time=3693279606"
"16483","63.660074","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1621, Time=4137917893"
"16484","63.661852","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1708, Time=3693280566"
"16485","63.663711","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1709, Time=3693281526"
"16486","63.689990","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1622, Time=4137918853"
"16487","63.690091","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1623, Time=4137919813"
"16488","63.691199","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1710, Time=3693282486"
"16489","63.711239","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1711, Time=3693283446"
"16490","63.722017","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1624, Time=4137920773"
"16492","63.731113","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1712, Time=3693284406"
"16493","63.753227","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1625, Time=4137921733"
"16494","63.753349","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1626, Time=4137922693"
"16496","63.761251","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1713, Time=3693285366"
"16497","63.780487","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1714, Time=3693286326"
"16498","63.784108","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1627, Time=4137923653"
"16499","63.800181","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1715, Time=3693287286"
"16500","63.813703","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1628, Time=4137924613"
"16501","63.822761","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1716, Time=3693288246"
"16502","63.823690","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1717, Time=3693289206"
"16503","63.829752","11.100.87.183","5.135.215.43","RTP","124","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1629, Time=4137925573"
"16504","63.829966","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1630, Time=4137926533"
"16506","63.844356","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1631, Time=4137927493"
"16507","63.850677","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1718, Time=3693290166"
"16510","63.871281","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1719, Time=3693291126"
"16511","63.891245","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1632, Time=4137928453"
"16513","63.891416","11.100.87.183","5.135.215.43","RTP","131","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1633, Time=4137929413"
"16514","63.894585","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1720, Time=3693292086"
"16515","63.921911","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1634, Time=4137930373"
"16516","63.922017","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1721, Time=3693293046"
"16517","63.922045","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1635, Time=4137931333"
"16518","63.941727","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1722, Time=3693294006"
"16519","63.952620","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1636, Time=4137932293"
"16520","63.963955","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1723, Time=3693294966"
"16521","63.963955","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1724, Time=3693295926"
"16522","63.982116","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1637, Time=4137933253"
"16523","63.992610","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1725, Time=3693296886"
"16524","64.011331","11.100.87.183","5.135.215.43","RTP","125","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1638, Time=4137934213"
"16525","64.011458","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1639, Time=4137935173"
"16526","64.011532","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1726, Time=3693297846"
"16528","64.032361","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1727, Time=3693298806"
"16529","64.039516","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1640, Time=4137936133"
"16531","64.061045","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1728, Time=3693299766"
"16532","64.067874","11.100.87.183","5.135.215.43","RTP","118","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1641, Time=4137937093"
"16534","64.081124","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1729, Time=3693300726"
"16535","64.081897","11.100.87.183","5.135.215.43","RTP","123","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1642, Time=4137938053"
"16536","64.081996","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1643, Time=4137939013"
"16538","64.101609","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1730, Time=3693301686"
"16539","64.122608","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1731, Time=3693302646"
"16540","64.123547","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1732, Time=3693303606"
"16541","64.127151","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1644, Time=4137939973"
"16544","64.153461","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1733, Time=3693304566"
"16545","64.157363","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1645, Time=4137940933"
"16546","64.157477","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1646, Time=4137941893"
"16551","64.171368","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1734, Time=3693305526"
"16553","64.187749","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1647, Time=4137942853"
"16557","64.191905","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1735, Time=3693306486"
"16560","64.217759","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1648, Time=4137943813"
"16561","64.217837","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1649, Time=4137944773"
"16562","64.221424","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1736, Time=3693307446"
"16563","64.240402","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1737, Time=3693308406"
"16564","64.247868","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1650, Time=4137945733"
"16565","64.248015","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1651, Time=4137946693"
"16570","64.263367","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1738, Time=3693309366"
"16573","64.276656","11.100.87.183","5.135.215.43","RTP","125","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1652, Time=4137947653"
"16574","64.291797","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1653, Time=4137948613"
"16575","64.292129","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1739, Time=3693310326"
"16576","64.293556","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1740, Time=3693311286"
"16577","64.313674","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1741, Time=3693312246"
"16578","64.322850","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1654, Time=4137949573"
"16579","64.322973","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1655, Time=4137950533"
"16580","64.330868","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1742, Time=3693313206"
"16581","64.350962","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1743, Time=3693314166"
"16583","64.353850","11.100.87.183","5.135.215.43","RTP","125","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1656, Time=4137951493"
"16585","64.380181","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1744, Time=3693315126"
"16586","64.383760","11.100.87.183","5.135.215.43","RTP","120","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1657, Time=4137952453"
"16587","64.401704","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1745, Time=3693316086"
"16588","64.414655","11.100.87.183","5.135.215.43","RTP","122","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1658, Time=4137953413"
"16589","64.414754","11.100.87.183","5.135.215.43","RTP","121","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1659, Time=4137954373"
