"No.","Time","Source","Destination","Protocol","Length","Info"
"12054","52.711654","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1161, Time=3692755446"
"12055","52.738055","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1074, Time=4137392773"
"12056","52.738247","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1075, Time=4137393733"
"12070","52.741663","5.135.215.43","11.100.87.183","RTP","141","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1162, Time=3692756406"
"12071","52.763864","5.135.215.43","11.100.87.183","RTP","146","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1163, Time=3692757366"
"12080","52.767785","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1076, Time=4137394693"
"12085","52.793595","5.135.215.43","11.100.87.183","RTP","146","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1164, Time=3692758326"
"12087","52.794473","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1165, Time=3692759286"
"12088","52.796891","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1077, Time=4137395653"
"12089","52.797023","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1078, Time=4137396613"
"12100","52.812114","5.135.215.43","11.100.87.183","RTP","138","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1166, Time=3692760246"
"12105","52.829307","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1079, Time=4137397573"
"12106","52.829432","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1080, Time=4137398533"
"12108","52.833457","5.135.215.43","11.100.87.183","RTP","140","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1167, Time=3692761206"
"12117","52.851199","5.135.215.43","11.100.87.183","RTP","152","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1168, Time=3692762166"
"12121","52.859499","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1081, Time=4137399493"
"12127","52.880390","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1169, Time=3692763126"
"12133","52.890757","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1082, Time=4137400453"
"12135","52.890895","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1083, Time=4137401413"
"12142","52.903515","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1170, Time=3692764086"
"12153","52.921927","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1084, Time=4137402373"
"12160","52.926053","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1171, Time=3692765046"
"12161","52.926053","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1172, Time=3692766006"
"12168","52.951192","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1173, Time=3692766966"
"12169","52.951334","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1085, Time=4137403333"
"12171","52.951544","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1086, Time=4137404293"
"12174","52.971502","5.135.215.43","11.100.87.183","RTP","137","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1174, Time=3692767926"
"12175","52.981074","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1087, Time=4137405253"
"12181","52.991224","5.135.215.43","11.100.87.183","RTP","125","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1175, Time=3692768886"
"12187","53.012073","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1088, Time=4137406213"
"12188","53.012179","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1089, Time=4137407173"
"12191","53.022033","5.135.215.43","11.100.87.183","RTP","138","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1176, Time=3692769846"
"12199","53.039737","5.135.215.43","11.100.87.183","RTP","140","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1177, Time=3692770806"
"12201","53.041745","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1090, Time=4137408133"
"12202","53.041784","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1091, Time=4137409093"
"12206","53.061784","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1178, Time=3692771766"
"12208","53.084026","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1179, Time=3692772726"
"12209","53.084026","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1180, Time=3692773686"
"12210","53.087245","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1092, Time=4137410053"
"12212","53.087442","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1093, Time=4137411013"
"12214","53.111800","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1181, Time=3692774646"
"12216","53.131826","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1094, Time=4137411973"
"12218","53.131972","5.135.215.43","11.100.87.183","RTP","143","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1182, Time=3692775606"
"12220","53.132051","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1095, Time=4137412933"
"12221","53.151270","5.135.215.43","11.100.87.183","RTP","145","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1183, Time=3692776566"
"12224","53.161506","11.100.87.183","5.135.215.43","RTP","106","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1096, Time=4137413893"
"12228","53.191395","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1097, Time=4137414853"
"12229","53.191500","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1098, Time=4137415813"
"12230","53.193469","5.135.215.43","11.100.87.183","RTP","142","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1184, Time=3692777526"
"12231","53.201141","5.135.215.43","11.100.87.183","RTP","135","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1185, Time=3692778486"
"12232","53.221242","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1186, Time=3692779446"
"12233","53.221445","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1099, Time=4137416773"
"12241","53.251757","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1100, Time=4137417733"
"12242","53.251871","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1101, Time=4137418693"
"12245","53.253456","5.135.215.43","11.100.87.183","RTP","143","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1187, Time=3692780406"
"12246","53.253456","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1188, Time=3692781366"
"12251","53.271846","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1189, Time=3692782326"
"12261","53.281944","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1102, Time=4137419653"
"12262","53.281970","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1103, Time=4137420613"
"12263","53.292174","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1190, Time=3692783286"
"12264","53.310989","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1191, Time=3692784246"
"12275","53.312005","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1104, Time=4137421573"
"12286","53.340461","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1105, Time=4137422533"
"12289","53.342458","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1192, Time=3692785206"
"12290","53.361040","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1193, Time=3692786166"
"12292","53.371658","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1106, Time=4137423493"
"12293","53.371762","11.100.87.183","5.135.215.43","RTP","107","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1107, Time=4137424453"
"12294","53.382955","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1194, Time=3692787126"
"12295","53.383843","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1195, Time=3692788086"
"12296","53.401455","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1108, Time=4137425413"
"12297","53.411664","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1196, Time=3692789046"
"12302","53.431144","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1109, Time=4137426373"
"12303","53.431270","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1110, Time=4137427333"
"12304","53.435794","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1197, Time=3692790006"
"12312","53.452077","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1198, Time=3692790966"
"12314","53.459668","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1111, Time=4137428293"
"12318","53.471522","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1199, Time=3692791926"
"12319","53.487900","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1112, Time=4137429253"
"12322","53.488277","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1113, Time=4137430213"
"12323","53.501173","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1200, Time=3692792886"
"12324","53.519493","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1114, Time=4137431173"
"12325","53.519643","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1115, Time=4137432133"
"12329","53.520158","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1201, Time=3692793846"
"12330","53.542453","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1202, Time=3692794806"
"12331","53.542453","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1203, Time=3692795766"
"12332","53.549705","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1116, Time=4137433093"
"12335","53.570837","5.135.215.43","11.100.87.183","RTP","117","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1204, Time=3692796726"
"12340","53.579755","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1117, Time=4137434053"
"12345","53.591838","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1205, Time=3692797686"
"12346","53.611351","11.100.87.183","5.135.215.43","RTP","116","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1118, Time=4137435013"
"12347","53.611510","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1119, Time=4137435973"
"12348","53.614424","5.135.215.43","11.100.87.183","RTP","132","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1206, Time=3692798646"
"12349","53.641148","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1207, Time=3692799606"
"12350","53.655645","11.100.87.183","5.135.215.43","RTP","114","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1120, Time=4137436933"
"12351","53.655871","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1121, Time=4137437893"
"12352","53.661486","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1208, Time=3692800566"
"12355","53.681752","5.135.215.43","11.100.87.183","RTP","131","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1209, Time=3692801526"
"12356","53.685655","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1122, Time=4137438853"
"12357","53.685835","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1123, Time=4137439813"
"12358","53.713871","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1210, Time=3692802486"
"12359","53.714060","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1124, Time=4137440773"
"12360","53.714911","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1211, Time=3692803446"
"12361","53.730770","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1212, Time=3692804406"
"12362","53.743603","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1125, Time=4137441733"
"12364","53.754601","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1213, Time=3692805366"
"12365","53.772581","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1214, Time=3692806326"
"12366","53.775683","11.100.87.183","5.135.215.43","RTP","117","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1126, Time=4137442693"
"12368","53.775876","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1127, Time=4137443653"
"12369","53.800899","5.135.215.43","11.100.87.183","RTP","115","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1215, Time=3692807286"
"12370","53.803832","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1128, Time=4137444613"
"12371","53.821179","5.135.215.43","11.100.87.183","RTP","116","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1216, Time=3692808246"
"12372","53.833479","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1129, Time=4137445573"
"12373","53.833695","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1130, Time=4137446533"
"12374","53.842003","5.135.215.43","11.100.87.183","RTP","114","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1217, Time=3692809206"
"12375","53.842003","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1218, Time=3692810166"
"12377","53.863608","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1131, Time=4137447493"
"12379","53.870336","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1219, Time=3692811126"
"12380","53.890801","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1220, Time=3692812086"
"12381","53.895641","11.100.87.183","5.135.215.43","RTP","109","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1132, Time=4137448453"
"12383","53.895908","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1133, Time=4137449413"
"12384","53.911468","5.135.215.43","11.100.87.183","RTP","128","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1221, Time=3692813046"
"12386","53.927778","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1134, Time=4137450373"
"12387","53.927907","11.100.87.183","5.135.215.43","RTP","108","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1135, Time=4137451333"
"12388","53.947169","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1222, Time=3692814006"
"12389","53.957795","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1136, Time=4137452293"
"12390","53.971536","11.100.87.183","5.135.215.43","RTP","105","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1137, Time=4137453253"
"12391","53.972925","5.135.215.43","11.100.87.183","RTP","126","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1223, Time=3692814966"
"12394","53.980770","5.135.215.43","11.100.87.183","RTP","130","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1224, Time=3692815926"
"12395","54.002528","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1225, Time=3692816886"
"12396","54.003831","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1226, Time=3692817846"
"12397","54.013384","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1138, Time=4137454213"
"12398","54.013552","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1139, Time=4137455173"
"12401","54.031409","5.135.215.43","11.100.87.183","RTP","129","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1227, Time=3692818806"
"12403","54.044172","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1140, Time=4137456133"
"12404","54.051237","5.135.215.43","11.100.87.183","RTP","133","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1228, Time=3692819766"
"12405","54.071033","5.135.215.43","11.100.87.183","RTP","127","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1229, Time=3692820726"
"12406","54.073743","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1141, Time=4137457093"
"12407","54.087286","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1142, Time=4137458053"
"12409","54.087474","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1143, Time=4137459013"
"12410","54.100697","5.135.215.43","11.100.87.183","RTP","120","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1230, Time=3692821686"
"12418","54.116112","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1144, Time=4137459973"
"12419","54.120698","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1231, Time=3692822646"
"12420","54.141884","5.135.215.43","11.100.87.183","RTP","118","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1232, Time=3692823606"
"12421","54.143972","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1145, Time=4137460933"
"12422","54.167592","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1233, Time=3692824566"
"12423","54.167592","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1234, Time=3692825526"
"12424","54.173754","11.100.87.183","5.135.215.43","RTP","125","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1146, Time=4137461893"
"12425","54.173898","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1147, Time=4137462853"
"12427","54.190327","5.135.215.43","11.100.87.183","RTP","122","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1235, Time=3692826486"
"12431","54.210858","5.135.215.43","11.100.87.183","RTP","119","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1236, Time=3692827446"
"12432","54.219930","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1148, Time=4137463813"
"12433","54.220062","11.100.87.183","5.135.215.43","RTP","115","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1149, Time=4137464773"
"12437","54.233084","5.135.215.43","11.100.87.183","RTP","123","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1237, Time=3692828406"
"12438","54.251808","11.100.87.183","5.135.215.43","RTP","112","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1150, Time=4137465733"
"12439","54.251923","11.100.87.183","5.135.215.43","RTP","110","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1151, Time=4137466693"
"12440","54.262535","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1238, Time=3692829366"
"12454","54.280927","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1239, Time=3692830326"
"12455","54.299653","11.100.87.183","5.135.215.43","RTP","113","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1152, Time=4137467653"
"12456","54.299772","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1153, Time=4137468613"
"12463","54.301967","5.135.215.43","11.100.87.183","RTP","124","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1240, Time=3692831286"
"12464","54.303001","5.135.215.43","11.100.87.183","RTP","121","PT=DynamicRTP-Type-96, SSRC=0x34FA078C, Seq=1241, Time=3692832246"
"12469","54.329800","11.100.87.183","5.135.215.43","RTP","111","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1154, Time=4137469573"
"12470","54.329920","11.100.87.183","5.135.215.43","RTP","119","PT=DynamicRTP-Type-96, SSRC=0xE2C2AC05, Seq=1155, Time=4137470533"
